"","result_MG","result_NH"
"1",147.567438562826,201.989273319712
"2",147.567438562826,201.989273319712
"3",147.567438562826,201.989273319712
"4",147.567438562826,201.989273319712
"5",147.567438562826,201.989273319712
"6",147.567438562826,201.989273319712
"7",147.567438562826,201.989273319712
"8",147.567438562826,201.989273319712
"9",147.567438562826,201.989273319712
"10",147.567438562826,201.989273319712
"11",147.567438562826,201.989273319712
"12",147.567438562826,201.989273319712
"13",147.567438562826,201.989273319712
"14",147.567438562826,201.989273319712
"15",147.567438562826,201.989273319712
"16",147.567438562826,201.989273319712
"17",147.567438562826,201.989273319712
"18",147.567438562826,201.989273319712
"19",147.567438562826,201.989273319712
"20",147.567438562826,201.989273319712
"21",147.567438562826,201.989273319712
"22",147.567438562826,201.989273319712
"23",147.567438562826,201.989273319712
"24",147.567438562826,201.989273319712
"25",147.567438562826,201.989273319712
"26",147.567438562826,201.989273319712
"27",147.567438562826,201.989273319712
"28",147.567438562826,201.989273319712
"29",147.567438562826,201.989273319712
"30",147.567438562826,201.989273319712
"31",147.567438562826,201.989273319712
"32",147.567438562826,201.989273319712
"33",147.567438562826,201.989273319712
"34",147.831591509315,202.253426266201
"35",147.831591509315,202.253426266201
"36",147.831591509315,202.253426266201
"37",147.831591509315,202.253426266201
"38",147.831591509315,202.253426266201
"39",147.831591509315,202.253426266201
"40",147.831591509315,202.253426266201
"41",147.831591509315,202.253426266201
"42",147.831591509315,202.253426266201
"43",147.831591509315,202.253426266201
"44",147.831591509315,202.253426266201
"45",147.831591509315,202.253426266201
"46",147.831591509315,202.253426266201
"47",147.831591509315,202.253426266201
"48",147.831591509315,202.253426266201
"49",147.831591509315,202.253426266201
"50",147.831591509315,202.253426266201
"51",147.831591509315,202.253426266201
"52",147.831591509315,202.253426266201
"53",147.831591509315,202.253426266201
"54",147.831591509315,202.253426266201
"55",147.831591509315,202.253426266201
"56",147.831591509315,202.253426266201
"57",147.831591509315,202.253426266201
"58",147.831591509315,202.253426266201
"59",147.831591509315,202.253426266201
"60",147.831591509315,202.253426266201
"61",147.831591509315,202.253426266201
"62",147.831591509315,202.253426266201
"63",147.831591509315,202.253426266201
"64",147.831591509315,202.253426266201
"65",147.831591509315,202.253426266201
"66",147.831591509315,202.253426266201
"67",147.831591509315,202.253426266201
"68",147.831591509315,202.253426266201
"69",147.831591509315,202.253426266201
"70",147.831591509315,202.253426266201
"71",147.831591509315,202.253426266201
"72",147.831591509315,202.253426266201
"73",147.831591509315,202.253426266201
"74",147.831591509315,202.253426266201
"75",147.73461507128,202.156449828165
"76",147.73461507128,202.156449828165
"77",147.73461507128,202.156449828165
"78",147.73461507128,202.156449828165
"79",147.73461507128,202.156449828165
"80",147.73461507128,202.156449828165
"81",147.73461507128,202.156449828165
"82",147.73461507128,202.156449828165
"83",147.73461507128,202.156449828165
"84",147.73461507128,202.156449828165
"85",147.73461507128,202.156449828165
"86",147.73461507128,202.156449828165
"87",147.73461507128,202.156449828165
"88",147.73461507128,202.156449828165
"89",147.73461507128,202.156449828165
"90",147.73461507128,202.156449828165
"91",147.73461507128,202.156449828165
"92",147.73461507128,202.156449828165
"93",147.73461507128,202.156449828165
"94",147.73461507128,202.156449828165
"95",147.73461507128,202.156449828165
"96",147.73461507128,202.156449828165
"97",147.73461507128,202.156449828165
"98",147.73461507128,202.156449828165
"99",147.73461507128,202.156449828165
"100",147.73461507128,202.156449828165
"101",147.73461507128,202.156449828165
"102",147.73461507128,202.156449828165
"103",147.73461507128,202.156449828165
"104",147.73461507128,202.156449828165
"105",147.73461507128,202.156449828165
"106",147.73461507128,202.156449828165
"107",147.73461507128,202.156449828165
"108",147.73461507128,202.156449828165
"109",147.73461507128,202.156449828165
"110",147.73461507128,202.156449828165
"111",147.73461507128,202.156449828165
"112",147.73461507128,202.156449828165
"113",147.73461507128,202.156449828165
"114",147.73461507128,202.156449828165
"115",147.73461507128,202.156449828165
"116",147.73461507128,202.156449828165
"117",147.73461507128,202.156449828165
"118",147.73461507128,202.156449828165
"119",147.73461507128,202.156449828165
"120",147.73461507128,202.156449828165
"121",147.73461507128,202.156449828165
"122",147.73461507128,202.156449828165
"123",147.73461507128,202.156449828165
"124",147.73461507128,202.156449828165
"125",147.73461507128,202.156449828165
"126",147.73461507128,202.156449828165
"127",147.73461507128,202.156449828165
"128",147.631186281138,202.053021038023
"129",147.631186281138,202.053021038023
"130",147.631186281138,202.053021038023
"131",147.631186281138,202.053021038023
"132",147.631186281138,202.053021038023
"133",147.631186281138,202.053021038023
"134",147.631186281138,202.053021038023
"135",147.631186281138,202.053021038023
"136",147.631186281138,202.053021038023
"137",147.631186281138,202.053021038023
"138",147.631186281138,202.053021038023
"139",147.631186281138,202.053021038023
"140",147.631186281138,202.053021038023
"141",147.631186281138,202.053021038023
"142",147.631186281138,202.053021038023
"143",147.631186281138,202.053021038023
"144",147.631186281138,202.053021038023
"145",147.631186281138,202.053021038023
"146",147.631186281138,202.053021038023
"147",147.631186281138,202.053021038023
"148",147.631186281138,202.053021038023
"149",147.631186281138,202.053021038023
"150",147.631186281138,202.053021038023
"151",147.631186281138,202.053021038023
"152",147.631186281138,202.053021038023
"153",147.631186281138,202.053021038023
"154",147.631186281138,202.053021038023
"155",147.631186281138,202.053021038023
"156",147.631186281138,202.053021038023
"157",147.631186281138,202.053021038023
"158",147.631186281138,202.053021038023
"159",147.631186281138,202.053021038023
"160",147.631186281138,202.053021038023
"161",147.631186281138,202.053021038023
"162",147.631186281138,202.053021038023
"163",147.631186281138,202.053021038023
"164",147.631186281138,202.053021038023
"165",147.631186281138,202.053021038023
"166",147.631186281138,202.053021038023
"167",147.631186281138,202.053021038023
"168",147.631186281138,202.053021038023
"169",147.631186281138,202.053021038023
"170",147.9145483555,202.336383112386
"171",147.9145483555,202.336383112386
"172",147.9145483555,202.336383112386
"173",147.9145483555,202.336383112386
"174",147.9145483555,202.336383112386
"175",147.9145483555,202.336383112386
"176",147.9145483555,202.336383112386
"177",147.9145483555,202.336383112386
"178",147.9145483555,202.336383112386
"179",147.9145483555,202.336383112386
"180",147.9145483555,202.336383112386
"181",147.9145483555,202.336383112386
